t,theta1,omega1,theta2,omega2,x2,y2,energy
0.47,1.06771713,-4.149553673,-0.4866082293,2.179470811,0.4084716422,-1.366049546,1.314290975
0.475,1.046827877,-4.206578127,-0.4754329831,2.291247034,0.4081170547,-1.389414731,1.314290993
0.48,1.025646846,-4.266305027,-0.4636893637,2.406861641,0.4077988462,-1.412954426,1.314291012
0.485,1.004159907,-4.328985161,-0.4513575319,2.526578447,0.4075237861,-1.436652993,1.314291034
0.49,0.9823516201,-4.394891204,-0.4384162535,2.650692194,0.4072989441,-1.460493102,1.314291058
0.495,0.9602051255,-4.464320018,-0.4248427367,2.779531603,0.4071316909,-1.484455502,1.314291083
0.5,0.9377020118,-4.537595093,-0.4106124546,2.913462597,0.4070296954,-1.508518746,1.31429111
0.505,0.9148221789,-4.615069078,-0.3956989508,3.052891564,0.4070009168,-1.532658877,1.314291139
0.51,0.8915436851,-4.697126282,-0.3800736292,3.198268544,0.40705359,-1.556849046,1.314291168
0.515,0.8678425832,-4.784184987,-0.3637055283,3.350090048,0.4071962007,-1.581059061,1.314291195
0.52,0.8436927457,-4.876699263,-0.3465610834,3.508901129,0.4074374459,-1.605254856,1.31429122
0.525,0.8190656832,-4.975159854,-0.3286038813,3.675296051,0.4077861743,-1.629397855,1.314291239
0.53,0.7939303619,-5.080093435,-0.3097944174,3.849916575,0.4082512986,-1.653444205,1.314291246
0.535,0.7682530313,-5.192059174,-0.2900898701,4.033446378,0.4088416681,-1.677343873,1.314291233
0.54,0.7419970786,-5.311641018,-0.2694439171,4.226599347,0.4095658867,-1.701039553,1.31429119
0.545,0.7151229375,-5.439433318,-0.2478066331,4.430098422,0.4104320556,-1.724465374,1.314291102
0.55,0.6875880923,-5.576016317,-0.2251245252,4.644640088,0.4114474116,-1.747545356,1.314290946
0.555,0.6593472399,-5.721916456,-0.2013407971,4.87083747,0.4126178238,-1.770191603,1.314290694
0.56,0.6303527028,-5.877544455,-0.1763959709,5.109132121,0.4139470978,-1.792302195,1.314290313
0.565,0.6005552261,-6.043101607,-0.1502290551,5.359661166,0.4154360226,-1.813758806,1.314289766
0.57,0.5699053475,-6.218442254,-0.1227795233,5.622062938,0.4170810822,-1.834424107,1.314289026
0.575,0.5383555925,-6.402878954,-0.09399045714,5.895202301,0.4188727448,-1.854139118,1.314288104
0.58,0.5058638122,-6.594919127,-0.063813299,6.176800076,0.4207932477,-1.872720851,1.314287091
0.585,0.4723980134,-6.791932748,-0.03221470295,6.462966202,0.4228138426,-1.88996085,1.314286232
0.59,0.4379429771,-6.989777666,0.0008141049429,6.747674313,0.4248915752,-1.905625584,1.314285999
0.595,0.4025087075,-7.182460714,0.035245402,7.022287923,0.4269658923,-1.919460105,1.314287093
0.6,0.366140181,-7.361989332,0.0710012333,7.275356118,0.4289557257,-1.931196638,1.314290251
0.605,0.3289268906,-7.518644259,0.1079399913,7.493003109,0.4307581462,-1.940569665,1.314295721
0.61,0.2910094664,-7.641906708,0.1458471406,7.660239907,0.4322500226,-1.947337874,1.314302565
0.615,0.2525798298,-7.722100769,0.1844350798,7.763283137,0.4332939859,-1.951310947,1.314308447
0.62,0.2138719195,-7.752431239,0.223356308,7.792430371,0.433748985,-1.952375954,1.314310628
0.625,0.1751427,-7.730692815,0.2622303048,7.74447219,0.4334839112,-1.950515891,1.31430784
0.63,0.136647143,-7.659867601,0.300678919,7.623538036,0.4323910185,-1.945813932,1.314301304
0.635,0.09861378384,-7.547308928,0.3383609694,7.439949871,0.4303954715,-1.938441594,1.314293778
0.64,0.06122715068,-7.402924824,0.3749971749,7.207664767,0.4274588038,-1.92863486,1.314287675
0.645,0.02462009435,-7.237170525,0.4103811387,6.941445562,0.4235764564,-1.916665772,1.314283996
0.65,-0.01112484118,-7.059517865,0.4443775828,6.654700297,0.4187713848,-1.902816535,1.314282511
0.655,-0.04596818533,-6.877647114,0.4769122948,6.358337219,0.4130862018,-1.887360179,1.314282469
0.66,-0.07990389889,-6.697257331,0.5079586474,6.060490358,0.4065757519,-1.870548612,1.31428314
0.665,-0.1129498319,-6.522254835,0.5375242221,5.766778244,0.3993010996,-1.852606884,1.314284024
0.67,-0.1451395978,-6.355101023,0.5656393979,5.480788345,0.3913251736,-1.833731809,1.314284857
0.675,-0.1765162772,-6.197179476,0.5923484929,5.204590197,0.3827098898,-1.81409319,1.314285532
0.68,-0.2071278521,-6.049114862,0.6177033277,4.939182058,0.3735144232,-1.793836364,1.314286033
0.685,-0.237024066,-5.911022798,0.641758787,4.684841507,0.3637942922,-1.773085238,1.31428638
0.69,-0.2662543622,-5.782693475,0.6645698963,4.441383624,0.3536009825,-1.751945324,1.314286606
0.695,-0.2948666003,-5.663720755,0.6861899931,4.208342985,0.3429819062,-1.730506541,1.314286742
0.7,-0.3229063079,-5.553589906,0.7066696547,3.985097822,0.3319805554,-1.708845681,1.314286816
0.705,-0.3504162929,-5.451735495,0.7260561371,3.770952374,0.3206367588,-1.687028528,1.314286847
0.71,-0.3774364899,-5.35757844,0.7443931479,3.565190027,0.3089869839,-1.665111637,1.31428685
0.715,-0.4040039538,-5.270548857,0.761720832,3.367106503,0.2970646488,-1.643143822,1.314286837
0.72,-0.4301529425,-5.190099422,0.7780758868,3.176029679,0.2849004231,-1.621167392,1.314286813
