t,theta1,omega1,theta2,omega2,x2,y2,energy
0.6650000000,-0.5704651480,-2.5610583605,0.7686837669,-2.1086441415,0.1551660992,-1.5604761991,-39.2400751846
0.6700000000,-0.5831232928,-2.5019608397,0.7579433326,-2.1872619421,0.1367954652,-1.5609982927,-39.2400751841
0.6750000000,-0.5954823251,-2.4414047792,0.7468138057,-2.2642849400,0.1183958751,-1.5617350398,-39.2400751834
0.6800000000,-0.6075348282,-2.3793415213,0.7353031007,-2.3397376260,0.0999668259,-1.5626852065,-39.2400751826
0.6850000000,-0.6192731549,-2.3157272402,0.7234189994,-2.4136485701,0.0815077928,-1.5638474678,-39.2400751818
0.6900000000,-0.6306894497,-2.2505225992,0.7111691297,-2.4860509265,0.0630182365,-1.5652204103,-39.2400751809
0.6950000000,-0.6417756712,-2.1836923782,0.6985609412,-2.5569829072,0.0444976102,-1.5668025333,-39.2400751799
0.7000000000,-0.6525236114,-2.1152050664,0.6856016789,-2.6264882292,0.0259453659,-1.5685922509,-39.2400751788
0.7050000000,-0.6629249128,-2.0450324185,0.6722983544,-2.6946165385,0.0073609609,-1.5705878925,-39.2400751776
0.7100000000,-0.6729710840,-1.9731489696,0.6586577157,-2.7614238153,-0.0112561370,-1.5727877042,-39.2400751763
0.7150000000,-0.6826535123,-1.8995315077,0.6446862140,-2.8269727659,-0.0299064440,-1.5751898485,-39.2400751747
0.7200000000,-0.6919634730,-1.8241584989,0.6303899695,-2.8913332064,-0.0485904558,-1.5777924039,-39.2400751728
0.7250000000,-0.7008921371,-1.7470094638,0.6157747346,-2.9545824466,-0.0673086432,-1.5805933646,-39.2400751706
0.7300000000,-0.7094305741,-1.6680643012,0.6008458557,-3.0168056803,-0.0860614483,-1.5835906378,-39.2400751679
0.7350000000,-0.7175697525,-1.5873025537,0.5856082326,-3.0780963927,-0.1048492815,-1.5867820414,-39.2400751646
0.7400000000,-0.7253005360,-1.5047026128,0.5700662763,-3.1385567945,-0.1236725182,-1.5901653006,-39.2400751606
0.7450000000,-0.7326136757,-1.4202408550,0.5542238636,-3.1982982953,-0.1425314964,-1.5937380422,-39.2400751558
0.7500000000,-0.7394997975,-1.3338907042,0.5380842903,-3.2574420295,-0.1614265150,-1.5974977890,-39.2400751499
0.7550000000,-0.7459493848,-1.2456216097,0.5216502213,-3.3161194524,-0.1803578318,-1.6014419513,-39.2400751428
0.7600000000,-0.7519527563,-1.1553979302,0.5049236364,-3.3744730225,-0.1993256621,-1.6055678174,-39.2400751342
0.7650000000,-0.7575000370,-1.0631777093,0.4879057746,-3.4326569938,-0.2183301774,-1.6098725417,-39.2400751239
0.7700000000,-0.7625811237,-0.9689113259,0.4705970719,-3.4908383424,-0.2373715046,-1.6143531304,-39.2400751116
0.7750000000,-0.7671856428,-0.8725400004,0.4529970954,-3.5491978561,-0.2564497250,-1.6190064241,-39.2400750969
0.7800000000,-0.7713029003,-0.7739941278,0.4351044711,-3.6079314237,-0.2755648728,-1.6238290778,-39.2400750794
0.7850000000,-0.7749218236,-0.6731914103,0.4169168048,-3.6672515626,-0.2947169343,-1.6288175366,-39.2400750586
0.7900000000,-0.7780308923,-0.5700347465,0.3984305944,-3.7273892375,-0.3139058463,-1.6339680065,-39.2400750340
0.7950000000,-0.7806180587,-0.4644098324,0.3796411323,-3.7885960262,-0.3331314933,-1.6392764214,-39.2400750048
0.8000000000,-0.7826706547,-0.3561824121,0.3605423962,-3.8511467081,-0.3523937052,-1.6447384023,-39.2400749701
0.8050000000,-0.7841752849,-0.2451951070,0.3411269258,-3.9153423606,-0.3716922523,-1.6503492097,-39.2400749289
0.8100000000,-0.7851177012,-0.1312637296,0.3213856817,-3.9815140721,-0.3910268403,-1.6561036879,-39.2400748801
0.8150000000,-0.7854826591,-0.0141729715,0.3013078853,-4.0500274059,-0.4103971020,-1.6619961968,-39.2400748220
0.8200000000,-0.7852537491,0.1063286789,0.2808808327,-4.1212877766,-0.4298025872,-1.6680205326,-39.2400747527
0.8250000000,-0.7844132014,0.2305349623,0.2600896802,-4.1957469459,-0.4492427481,-1.6741698306,-39.2400746699
0.8300000000,-0.7829416573,0.3587890401,0.2389171933,-4.2739108918,-0.4687169213,-1.6804364494,-39.2400745709
0.8350000000,-0.7808179009,0.4914921257,0.2173434527,-4.3563493689,-0.4882243024,-1.6868118298,-39.2400744519
0.8400000000,-0.7780185441,0.6291139002,0.1953455068,-4.4437075595,-0.5077639137,-1.6932863220,-39.2400743088
0.8450000000,-0.7745176532,0.7722051376,0.1728969608,-4.5367203086,-0.5273345597,-1.6998489740,-39.2400741361
0.8500000000,-0.7702863067,0.9214130688,0.1499674858,-4.6362295589,-0.5469347694,-1.7064872683,-39.2400739275
0.8550000000,-0.7652920675,1.0775001240,0.1265222320,-4.7432057336,-0.5665627180,-1.7131867930,-39.2400736752
0.8600000000,-0.7594983517,1.2413668127,0.1025211225,-4.8587739638,-0.5862161216,-1.7199308269,-39.2400733707
0.8650000000,-0.7528636709,1.4140795958,0.0779180029,-4.9842461775,-0.6058920943,-1.7266998103,-39.2400730049
0.8700000000,-0.7453407202,1.5969046124,0.0526596121,-5.1211601106,-0.6255869528,-1.7334706640,-39.2400725695
0.8750000000,-0.7368752829,1.7913479153,0.0266843404,-5.2713261017,-0.6452959446,-1.7402159032,-39.2400720612
0.8800000000,-0.7274049159,1.9992021413,-0.0000792679,-5.4368817828,-0.6650128693,-1.7469024709,-39.2400714889
0.8850000000,-0.7168573903,2.2225976985,-0.0277143003,-5.6203528071,-0.6847295405,-1.7534901853,-39.2400708896
0.8900000000,-0.7051488755,2.4640523174,-0.0563175704,-5.8247131541,-0.7044350127,-1.7599296517,-39.2400703603
0.8950000000,-0.6921819092,2.7265035718,-0.0860019801,-6.0534284311,-0.7241144571,-1.7661594225,-39.2400701206
0.9000000000,-0.6778433128,3.0132894146,-0.1168989842,-6.3104440147,-0.7437475032,-1.7721021104,-39.2400706286
0.9050000000,-0.6620024792,3.3280013250,-0.1491606994,-6.6000350722,-0.7633057684,-1.7776590478,-39.2400727806
0.9100000000,-0.6445110130,3.6740537285,-0.1829605858,-6.9263455185,-0.7827491555,-1.7827029990,-39.2400781823
0.9150000000,-0.6252058306,4.0536610149,-0.2184903825,-7.2922729952,-0.8020203247,-1.7870684519,-39.2400892560
0.9200000000,-0.6039199566,4.4656639978,-0.2559486059,-7.6970774074,-0.8210366328,-1.7905394844,-39.2401081202
0.9250000000,-0.5805087611,4.9013813539,-0.2955120002,-8.1317887937,-0.8396791204,-1.7928368865,-39.2401312401
0.9300000000,-0.5549033334,5.3379150235,-0.3372768698,-8.5717608577,-0.8577797559,-1.7936106718,-39.2401362827
0.9350000000,-0.5272009269,5.7307508873,-0.3811590538,-8.9683847790,-0.8751128962,-1.7924528086,-39.2400749761
0.9400000000,-0.4977784684,6.0140111009,-0.4267677519,-9.2492250875,-0.8914054069,-1.7889538835,-39.2399341719
0.9450000000,-0.4673564380,6.1218025930,-0.4733336237,-9.3415487645,-0.9063837062,-1.7828159890,-39.2398480754
0.9500000000,-0.4369021823,6.0274872094,-0.5198144180,-9.2158159765,-0.9198537478,-1.7739781794,-39.2399492432
0.9550000000,-0.4073670095,5.7636358258,-0.5651848537,-8.9078242422,-0.9317651109,-1.7626567895,-39.2401165791
0.9600000000,-0.3794355733,5.3978151436,-0.6087130052,-8.4918919489,-0.9422083505,-1.7492584613,-39.2402006994
0.9650000000,-0.3534505549,4.9940516462,-0.6500425801,-8.0382123010,-0.9513574193,-1.7342419642,-39.2402075107
0.9700000000,-0.3294869724,4.5943042875,-0.6891098660,-7.5924508442,-0.9594080578,-1.7180207748,-39.2401894858
0.9750000000,-0.3074647971,4.2196790223,-0.7260188929,-7.1772143433,-0.9665410390,-1.7009272637,-39.2401730295
0.9800000000,-0.2872349614,3.8779385394,-0.7609465572,-6.8004369610,-0.9729087892,-1.6832144629,-39.2401633677
0.9850000000,-0.2686290990,3.5698876188,-0.7940881181,-6.4624688034,-0.9786346832,-1.6650710871,-39.2401589143
0.9900000000,-0.2514836978,3.2932450195,-0.8256310375,-6.1603530178,-0.9838170905,-1.6466375860,-39.2401574251
0.9950000000,-0.2356499125,3.0446524012,-0.8557446173,-5.8900306192,-0.9885343240,-1.6280192697,-39.2401573807
1.0000000000,-0.2209962824,2.8206146615,-0.8845773924,-5.6473619293,-0.9928490691,-1.6092960540,-39.2401579431
1.0050000000,-0.2074082761,2.6178934197,-0.9122579457,-5.4285455934,-0.9968119470,-1.5905294298,-39.2401586964
1.0100000000,-0.1947866053,2.4336392204,-0.9388970111,-5.2302519128,-1.0004642599,-1.5717673897,-39.2401594514
1.0150000000,-0.1830452124,2.2654065974,-0.9645898810,-5.0496296495,-1.0038400703,-1.5530479151,-39.2401601326
1.0200000000,-0.1721093198,2.1111214779,-0.9894187024,-4.8842625669,-1.0069677699,-1.5344014627,-39.2401607175
1.0250000000,-0.1619136914,1.9690331565,-1.0134545068,-4.7321107800,-1.0098712667,-1.5158527572,-39.2401612075
1.0300000000,-0.1524011393,1.8376650352,-1.0367589445,-4.5914521390,-1.0125708891,-1.4974220996,-39.2401616127
1.0350000000,-0.1435212677,1.7157698024,-1.0593857379,-4.4608295571,-1.0150840801,-1.4791263341,-39.2401619458
1.0400000000,-0.1352294264,1.6022908024,-1.0813818910,-4.3390059483,-1.0174259353,-1.4609795716,-39.2401622194
1.0450000000,-0.1274858400,1.4963296421,-1.1027886928,-4.2249266279,-1.0196096236,-1.4429937378,-39.2401624441
1.0500000000,-0.1202548867,1.3971194062,-1.1236425493,-4.1176883360,-1.0216467193,-1.4251789935,-39.2401626292
1.0550000000,-0.1135044971,1.3040026586,-1.1439756746,-4.0165138691,-1.0235474665,-1.4075440595,-39.2401627821
1.0600000000,-0.1072056534,1.2164134176,-1.1638166679,-3.9207313448,-1.0253209919,-1.3900964720,-39.2401629090
1.0650000000,-0.1013319707,1.1338623845,-1.1831909964,-3.8297572439,-1.0269754768,-1.3728427830,-39.2401630147
1.0700000000,-0.0958593445,1.0559248146,-1.2021214012,-3.7430825140,-1.0285182974,-1.3557887220,-39.2401631032
1.0750000000,-0.0907656538,0.9822305285,-1.2206282398,-3.6602611473,-1.0299561407,-1.3389393242,-39.2401631776
1.0800000000,-0.0860305098,0.9124556576,-1.2387297775,-3.5809007578,-1.0312950998,-1.3222990358,-39.2401632405
1.0850000000,-0.0816350414,0.8463157933,-1.2564424351,-3.5046547777,-1.0325407539,-1.3058717993,-39.2401632938
1.0900000000,-0.0775617134,0.7835602799,-1.2737810014,-3.4312159676,-1.0336982348,-1.2896611240,-39.2401633392
1.0950000000,-0.0737941693,0.7239674371,-1.2907588157,-3.3603109960,-1.0347722834,-1.2736701443,-39.2401633781
1.1000000000,-0.0703170973,0.6673405448,-1.3073879259,-3.2916958941,-1.0357672974,-1.2579016682,-39.2401634115
1.1050000000,-0.0671161139,0.6135044539,-1.3236792253,-3.2251522268,-1.0366873718,-1.2423582178,-39.2401634403
1.1100000000,-0.0641776634,0.5623027125,-1.3396425722,-3.1604838545,-1.0375363338,-1.2270420642,-39.2401634653
1.1150000000,-0.0614889308,0.5135951197,-1.3552868938,-3.0975141837,-1.0383177722,-1.2119552559,-39.2401634870
1.1200000000,-0.0590377662,0.4672556352,-1.3706202784,-3.0360838226,-1.0390350638,-1.1970996441,-39.2401635060
1.1250000000,-0.0568126179,0.4231705845,-1.3856500562,-2.9760485748,-1.0396913948,-1.1824769035,-39.2401635226
1.1300000000,-0.0548024750,0.3812371144,-1.4003828706,-2.9172777155,-1.0402897809,-1.1680885509,-39.2401635372
1.1350000000,-0.0529968170,0.3413618571,-1.4148247420,-2.8596525057,-1.0408330832,-1.1539359606,-39.2401635501
1.1400000000,-0.0513855684,0.3034597719,-1.4289811243,-2.8030649055,-1.0413240236,-1.1400203785,-39.2401635616
